0.04950495	0.00990099	0.00990099	0.02970297	0.01980198	0.00990099	0.01980198	0.04950495	0.108910891	0.227722772	0.099009901	0.01980198	0.00990099	0.089108911	0.118811881	0.02970297	0.03960396	0.00990099	0.03960396	0.00990099	0
0.098039216	0	0.068627451	0.18627451	0.009803922	0.009803922	0.019607843	0.068627451	0.068627451	0.049019608	0.009803922	0.019607843	0.009803922	0.088235294	0.039215686	0.029411765	0.088235294	0	0.12745098	0.009803922	0
0.193877551	0	0.112244898	0.193877551	0	0.020408163	0.010204082	0.010204082	0.030612245	0.020408163	0	0.020408163	0.224489796	0.030612245	0.010204082	0.06122449	0.030612245	0	0.030612245	0	0
0.071428571	0	0.12244898	0.204081633	0	0.030612245	0.010204082	0	0.112244898	0.010204082	0	0.030612245	0.214285714	0.071428571	0.030612245	0.051020408	0.030612245	0	0.010204082	0	0
0.210526316	0	0.147368421	0.242105263	0	0.052631579	0.010526316	0	0.042105263	0.010526316	0	0.031578947	0.010526316	0.073684211	0.031578947	0.073684211	0.042105263	0	0.021052632	0	0
0.04040404	0.01010101	0.01010101	0.04040404	0.02020202	0	0.02020202	0.191919192	0.04040404	0.222222222	0.04040404	0.01010101	0.01010101	0.050505051	0.04040404	0.01010101	0.04040404	0.01010101	0.181818182	0.01010101	0
0.04	0.01	0.01	0.04	0.08	0.01	0.1	0.04	0.08	0.11	0.03	0.02	0.01	0.07	0.11	0.02	0.03	0.03	0.05	0.11	0
0.097087379	0.009708738	0.058252427	0.029126214	0.116504854	0.067961165	0.077669903	0.009708738	0.019417476	0.029126214	0.009708738	0.077669903	0.029126214	0.019417476	0.019417476	0.106796117	0.038834951	0.019417476	0.019417476	0.145631068	0
0.158415842	0.01980198	0.00990099	0.00990099	0.02970297	0.059405941	0.00990099	0.059405941	0.00990099	0.168316832	0.099009901	0.01980198	0.00990099	0.02970297	0.01980198	0.089108911	0.089108911	0.00990099	0.089108911	0.00990099	0
0.111111111	0	0.03030303	0.060606061	0	0.02020202	0.02020202	0.01010101	0.131313131	0.03030303	0	0.02020202	0.262626263	0.060606061	0.111111111	0.060606061	0.050505051	0	0.02020202	0	0
0.03960396	0.00990099	0.03960396	0.03960396	0.00990099	0.02970297	0.207920792	0.00990099	0.069306931	0.01980198	0.00990099	0.158415842	0.00990099	0.108910891	0.099009901	0.059405941	0.02970297	0	0.00990099	0.03960396	0
0.072164948	0	0.041237113	0.092783505	0	0.020618557	0.030927835	0.010309278	0.134020619	0.010309278	0.010309278	0.072164948	0.010309278	0.082474227	0.092783505	0.134020619	0.164948454	0	0.020618557	0	0
0.111111111	0	0.04040404	0.131313131	0.01010101	0.03030303	0.03030303	0.02020202	0.060606061	0.121212121	0.050505051	0.03030303	0.01010101	0.151515152	0.070707071	0.050505051	0.04040404	0	0.03030303	0.01010101	0
0.336734694	0.040816327	0	0.010204082	0	0.030612245	0	0.06122449	0	0.030612245	0.020408163	0	0.010204082	0	0	0.071428571	0.12244898	0	0.265306122	0	0
0.079207921	0	0.099009901	0.277227723	0	0.01980198	0.01980198	0.00990099	0.118811881	0.01980198	0.00990099	0.03960396	0	0.158415842	0.059405941	0.02970297	0.03960396	0	0.01980198	0	0
0.15	0.03	0	0	0.02	0.01	0	0.19	0	0.15	0.03	0	0.01	0	0	0.02	0.04	0	0.34	0.01	0
0.247524752	0.198019802	0	0	0.01980198	0.04950495	0.00990099	0.00990099	0	0.02970297	0.01980198	0.01980198	0.00990099	0.00990099	0.00990099	0.188118812	0.089108911	0.00990099	0.059405941	0.01980198	0
0.050505051	0.02020202	0.01010101	0.01010101	0.222222222	0.01010101	0.04040404	0.04040404	0.01010101	0.101010101	0.03030303	0.01010101	0.01010101	0.01010101	0.01010101	0.03030303	0.02020202	0.090909091	0.050505051	0.222222222	0
0.05	0.01	0.01	0.04	0.01	0.01	0.02	0.1	0.15	0.07	0.02	0.02	0.01	0.06	0.13	0.03	0.11	0	0.14	0.01	0
0.069306931	0.00990099	0.03960396	0.02970297	0.01980198	0.03960396	0.03960396	0.01980198	0.089108911	0.069306931	0.03960396	0.089108911	0.118811881	0.069306931	0.069306931	0.089108911	0.059405941	0	0.01980198	0.01980198	0
0.17	0	0.09	0.09	0	0.16	0.01	0.01	0.03	0.01	0	0.06	0.04	0.05	0.02	0.18	0.07	0	0.01	0	0
0.207920792	0	0.04950495	0.158415842	0	0.02970297	0.00990099	0.00990099	0.128712871	0.01980198	0	0.02970297	0.01980198	0.099009901	0.079207921	0.079207921	0.059405941	0	0.01980198	0	0
0.071428571	0	0.020408163	0.112244898	0	0.010204082	0.030612245	0.020408163	0.204081633	0.040816327	0.010204082	0.020408163	0.010204082	0.163265306	0.163265306	0.030612245	0.051020408	0	0.030612245	0.010204082	0
0.09	0	0.07	0.12	0	0.05	0.03	0	0.19	0.01	0	0.07	0.01	0.12	0.14	0.06	0.03	0	0.01	0	0
0.04	0.01	0	0	0.15	0	0.01	0.2	0	0.19	0.04	0	0	0.01	0.01	0.01	0.03	0.02	0.2	0.08	0
0.080808081	0	0.222222222	0.181818182	0	0.050505051	0.01010101	0	0.03030303	0.01010101	0	0.080808081	0.04040404	0.04040404	0.02020202	0.131313131	0.090909091	0	0.01010101	0	0
0.11	0	0.08	0.07	0	0.05	0.01	0	0.05	0.01	0	0.05	0.31	0.03	0.03	0.13	0.06	0	0.01	0	0
0.060606061	0.02020202	0.01010101	0.02020202	0.050505051	0.01010101	0.070707071	0.060606061	0.03030303	0.101010101	0.04040404	0.060606061	0.01010101	0.050505051	0.04040404	0.090909091	0.121212121	0.01010101	0.080808081	0.060606061	0
0.128712871	0.00990099	0.059405941	0.108910891	0.02970297	0.03960396	0.079207921	0.00990099	0.03960396	0.04950495	0.00990099	0.02970297	0.01980198	0.089108911	0.079207921	0.059405941	0.04950495	0.01980198	0.03960396	0.04950495	0
