0.04040404	0	0.111111111	0.050505051	0	0.464646465	0.02020202	0	0.050505051	0	0	0.131313131	0.01010101	0.03030303	0.03030303	0.050505051	0.01010101	0	0	0	0
0.02020202	0	0	0	0.01010101	0	0	0.414141414	0	0.080808081	0.02020202	0	0	0	0	0	0.02020202	0	0.434343434	0	0
0.010204082	0	0	0	0.030612245	0	0	0.326530612	0	0.37755102	0.040816327	0	0	0	0	0	0.010204082	0	0.204081633	0	0
0.43	0.02	0.01	0.01	0	0.08	0	0	0	0	0	0.01	0.02	0.01	0.01	0.3	0.07	0	0.03	0	0
0	0.010204082	0	0	0.418367347	0	0.020408163	0.010204082	0	0.030612245	0.010204082	0	0	0	0	0	0	0.040816327	0.010204082	0.448979592	0
0.02020202	0	0.393939394	0.080808081	0	0.060606061	0.03030303	0	0.02020202	0	0	0.262626263	0.01010101	0.02020202	0.01010101	0.060606061	0.02020202	0	0	0.01010101	0
0.079207921	0.00990099	0.01980198	0.00990099	0	0.02970297	0.00990099	0.00990099	0.00990099	0.00990099	0.00990099	0.059405941	0.01980198	0.00990099	0.00990099	0.346534653	0.336633663	0	0.01980198	0	0
0.029411765	0.009803922	0.009803922	0.019607843	0	0.019607843	0.029411765	0.009803922	0.31372549	0.019607843	0.009803922	0.029411765	0.009803922	0.078431373	0.333333333	0.029411765	0.029411765	0	0.009803922	0.009803922	0
0.272727273	0.01010101	0.01010101	0.01010101	0	0.565656566	0	0	0	0.01010101	0	0.01010101	0.01010101	0	0	0.080808081	0.01010101	0	0.01010101	0	0
0.060606061	0	0.303030303	0.383838384	0	0.03030303	0.01010101	0	0.03030303	0	0	0.04040404	0.01010101	0.060606061	0.01010101	0.03030303	0.02020202	0	0.01010101	0	0
0.02020202	0.01010101	0	0	0.04040404	0	0	0.141414141	0	0.474747475	0.191919192	0	0	0.01010101	0	0.01010101	0.02020202	0	0.070707071	0.01010101	0
0.059405941	0.00990099	0.00990099	0.01980198	0.00990099	0.00990099	0.00990099	0.188118812	0.00990099	0.079207921	0.03960396	0.01980198	0.00990099	0.01980198	0.00990099	0.04950495	0.178217822	0	0.257425743	0.00990099	0
0.01980198	0.00990099	0.00990099	0.00990099	0.128712871	0.00990099	0.247524752	0.00990099	0.00990099	0.02970297	0.00990099	0.03960396	0	0.02970297	0.02970297	0.01980198	0.00990099	0.02970297	0.00990099	0.336633663	0
0.06	0	0.16	0.16	0	0.04	0.03	0	0.12	0.01	0	0.14	0.01	0.09	0.06	0.07	0.04	0	0.01	0	0
0.01	0.01	0	0	0.3	0	0	0.07	0	0.42	0.07	0	0	0	0	0	0.01	0.02	0.04	0.05	0
0.171717172	0	0.01010101	0.02020202	0	0.03030303	0.01010101	0.01010101	0.02020202	0.02020202	0	0.01010101	0.505050505	0.02020202	0.02020202	0.080808081	0.04040404	0	0.03030303	0	0
0.178217822	0.00990099	0.02970297	0.059405941	0.00990099	0.02970297	0.01980198	0.03960396	0.04950495	0.03960396	0.01980198	0.03960396	0.02970297	0.03960396	0.03960396	0.128712871	0.138613861	0	0.089108911	0.00990099	0
0.101010101	0.01010101	0.02020202	0.03030303	0.01010101	0.01010101	0.01010101	0.090909091	0.02020202	0.111111111	0.02020202	0.01010101	0.252525253	0.03030303	0.02020202	0.04040404	0.060606061	0	0.141414141	0.01010101	0
0.193877551	0.010204082	0.020408163	0.040816327	0	0.132653061	0.020408163	0	0.102040816	0.020408163	0.010204082	0.040816327	0.010204082	0.06122449	0.12244898	0.142857143	0.051020408	0	0.010204082	0.010204082	0
0.068627451	0.009803922	0.088235294	0.029411765	0	0.078431373	0.039215686	0.009803922	0.039215686	0.009803922	0.009803922	0.205882353	0.009803922	0.029411765	0.029411765	0.225490196	0.098039216	0	0.009803922	0.009803922	0
0.051546392	0.010309278	0.18556701	0.164948454	0.020618557	0.020618557	0.041237113	0.030927835	0.041237113	0.051546392	0.020618557	0.092783505	0.010309278	0.051546392	0.030927835	0.051546392	0.051546392	0	0.041237113	0.030927835	0
